file_name,image_path,cell_number,cell_image_path,label
409760.webp,data/final_data/resized_images/409760.webp,27,data/final_data/grid_cells/409760/c27.jpg,no_object
409531.webp,data/final_data/resized_images/409531.webp,6,data/final_data/grid_cells/409531/c06.jpg,no_object
9b5b9947e376.webp,data/final_data/resized_images/9b5b9947e376.webp,18,data/final_data/grid_cells/9b5b9947e376/c18.jpg,no_object
409686.jpeg,data/final_data/resized_images/409686.jpeg,59,data/final_data/grid_cells/409686/c59.jpg,no_object
410006.jpeg,data/final_data/resized_images/410006.jpeg,23,data/final_data/grid_cells/410006/c23.jpg,no_object
409878.webp,data/final_data/resized_images/409878.webp,62,data/final_data/grid_cells/409878/c62.jpg,no_object
409086.webp,data/final_data/resized_images/409086.webp,3,data/final_data/grid_cells/409086/c03.jpg,no_object
ac4865108200.webp,data/final_data/resized_images/ac4865108200.webp,18,data/final_data/grid_cells/ac4865108200/c18.jpg,no_object
396917.webp,data/final_data/resized_images/396917.webp,55,data/final_data/grid_cells/396917/c55.jpg,no_object
400423.webp,data/final_data/resized_images/400423.webp,11,data/final_data/grid_cells/400423/c11.jpg,no_object
bedd9c78e4b1.webp,data/final_data/resized_images/bedd9c78e4b1.webp,37,data/final_data/grid_cells/bedd9c78e4b1/c37.jpg,no_object
410006.jpeg,data/final_data/resized_images/410006.jpeg,30,data/final_data/grid_cells/410006/c30.jpg,no_object
1741087887458.webp,data/final_data/resized_images/1741087887458.webp,36,data/final_data/grid_cells/1741087887458/c36.jpg,no_object
355219.webp,data/final_data/resized_images/355219.webp,52,data/final_data/grid_cells/355219/c52.jpg,bat
407924.jpeg,data/final_data/resized_images/407924.jpeg,32,data/final_data/grid_cells/407924/c32.jpg,no_object
409972.jpeg,data/final_data/resized_images/409972.jpeg,27,data/final_data/grid_cells/409972/c27.jpg,no_object
409868.webp,data/final_data/resized_images/409868.webp,39,data/final_data/grid_cells/409868/c39.jpg,bat
409868.webp,data/final_data/resized_images/409868.webp,2,data/final_data/grid_cells/409868/c02.jpg,no_object
409939.jpeg,data/final_data/resized_images/409939.jpeg,8,data/final_data/grid_cells/409939/c08.jpg,bat
353126.webp,data/final_data/resized_images/353126.webp,64,data/final_data/grid_cells/353126/c64.jpg,no_object
397daa57d55e.webp,data/final_data/resized_images/397daa57d55e.webp,20,data/final_data/grid_cells/397daa57d55e/c20.jpg,no_object
408065.jpeg,data/final_data/resized_images/408065.jpeg,3,data/final_data/grid_cells/408065/c03.jpg,no_object
409760.webp,data/final_data/resized_images/409760.webp,60,data/final_data/grid_cells/409760/c60.jpg,no_object
897hdfhg63.jpg,data/final_data/resized_images/897hdfhg63.jpg,21,data/final_data/grid_cells/897hdfhg63/c21.jpg,no_object
408596.jpeg,data/final_data/resized_images/408596.jpeg,64,data/final_data/grid_cells/408596/c64.jpg,no_object
107384394.jpg,data/final_data/resized_images/107384394.jpg,56,data/final_data/grid_cells/107384394/c56.jpg,no_object
409887.webp,data/final_data/resized_images/409887.webp,36,data/final_data/grid_cells/409887/c36.jpg,no_object
276464.webp,data/final_data/resized_images/276464.webp,46,data/final_data/grid_cells/276464/c46.jpg,stump
42c7875cf041.webp,data/final_data/resized_images/42c7875cf041.webp,23,data/final_data/grid_cells/42c7875cf041/c23.jpg,no_object
107384394.jpg,data/final_data/resized_images/107384394.jpg,40,data/final_data/grid_cells/107384394/c40.jpg,stump
409935.webp,data/final_data/resized_images/409935.webp,32,data/final_data/grid_cells/409935/c32.jpg,no_object
296656.webp,data/final_data/resized_images/296656.webp,31,data/final_data/grid_cells/296656/c31.jpg,no_object
409301.jpeg,data/final_data/resized_images/409301.jpeg,33,data/final_data/grid_cells/409301/c33.jpg,no_object
322356.webp,data/final_data/resized_images/322356.webp,3,data/final_data/grid_cells/322356/c03.jpg,bat
409768.webp,data/final_data/resized_images/409768.webp,6,data/final_data/grid_cells/409768/c06.jpg,no_object
410132.jpeg,data/final_data/resized_images/410132.jpeg,48,data/final_data/grid_cells/410132/c48.jpg,no_object
306975.webp,data/final_data/resized_images/306975.webp,7,data/final_data/grid_cells/306975/c07.jpg,ball
408987.jpeg,data/final_data/resized_images/408987.jpeg,12,data/final_data/grid_cells/408987/c12.jpg,bat
410021.jpeg,data/final_data/resized_images/410021.jpeg,22,data/final_data/grid_cells/410021/c22.jpg,no_object
408508.jpeg,data/final_data/resized_images/408508.jpeg,28,data/final_data/grid_cells/408508/c28.jpg,no_object
408989.webp,data/final_data/resized_images/408989.webp,34,data/final_data/grid_cells/408989/c34.jpg,no_object
408065.jpeg,data/final_data/resized_images/408065.jpeg,61,data/final_data/grid_cells/408065/c61.jpg,no_object
409765.webp,data/final_data/resized_images/409765.webp,51,data/final_data/grid_cells/409765/c51.jpg,no_object
306975.webp,data/final_data/resized_images/306975.webp,43,data/final_data/grid_cells/306975/c43.jpg,no_object
306797.webp,data/final_data/resized_images/306797.webp,31,data/final_data/grid_cells/306797/c31.jpg,no_object
409092.webp,data/final_data/resized_images/409092.webp,58,data/final_data/grid_cells/409092/c58.jpg,bat
9b5b9947e376.webp,data/final_data/resized_images/9b5b9947e376.webp,27,data/final_data/grid_cells/9b5b9947e376/c27.jpg,no_object
409094.webp,data/final_data/resized_images/409094.webp,24,data/final_data/grid_cells/409094/c24.jpg,bat
401962.webp,data/final_data/resized_images/401962.webp,48,data/final_data/grid_cells/401962/c48.jpg,no_object
409763.webp,data/final_data/resized_images/409763.webp,8,data/final_data/grid_cells/409763/c08.jpg,no_object
377155.webp,data/final_data/resized_images/377155.webp,5,data/final_data/grid_cells/377155/c05.jpg,no_object
353472.webp,data/final_data/resized_images/353472.webp,21,data/final_data/grid_cells/353472/c21.jpg,no_object
409761.webp,data/final_data/resized_images/409761.webp,3,data/final_data/grid_cells/409761/c03.jpg,no_object
409092.webp,data/final_data/resized_images/409092.webp,34,data/final_data/grid_cells/409092/c34.jpg,no_object
1fb93095dc34.webp,data/final_data/resized_images/1fb93095dc34.webp,14,data/final_data/grid_cells/1fb93095dc34/c14.jpg,no_object
409939.jpeg,data/final_data/resized_images/409939.jpeg,5,data/final_data/grid_cells/409939/c05.jpg,no_object
bedd9c78e4b1.webp,data/final_data/resized_images/bedd9c78e4b1.webp,13,data/final_data/grid_cells/bedd9c78e4b1/c13.jpg,no_object
409251.jpeg,data/final_data/resized_images/409251.jpeg,15,data/final_data/grid_cells/409251/c15.jpg,no_object
409067.webp,data/final_data/resized_images/409067.webp,18,data/final_data/grid_cells/409067/c18.jpg,no_object
307620.webp,data/final_data/resized_images/307620.webp,39,data/final_data/grid_cells/307620/c39.jpg,no_object
397627.webp,data/final_data/resized_images/397627.webp,20,data/final_data/grid_cells/397627/c20.jpg,no_object
322332.webp,data/final_data/resized_images/322332.webp,52,data/final_data/grid_cells/322332/c52.jpg,no_object
402128.webp,data/final_data/resized_images/402128.webp,16,data/final_data/grid_cells/402128/c16.jpg,no_object
409935.webp,data/final_data/resized_images/409935.webp,12,data/final_data/grid_cells/409935/c12.jpg,no_object
409036.webp,data/final_data/resized_images/409036.webp,47,data/final_data/grid_cells/409036/c47.jpg,no_object
308843.webp,data/final_data/resized_images/308843.webp,12,data/final_data/grid_cells/308843/c12.jpg,no_object
306299.webp,data/final_data/resized_images/306299.webp,37,data/final_data/grid_cells/306299/c37.jpg,no_object
410158.jpeg,data/final_data/resized_images/410158.jpeg,46,data/final_data/grid_cells/410158/c46.jpg,no_object
407884.jpeg,data/final_data/resized_images/407884.jpeg,59,data/final_data/grid_cells/407884/c59.jpg,no_object
408993.webp,data/final_data/resized_images/408993.webp,58,data/final_data/grid_cells/408993/c58.jpg,no_object
408989.webp,data/final_data/resized_images/408989.webp,47,data/final_data/grid_cells/408989/c47.jpg,stump
409301.jpeg,data/final_data/resized_images/409301.jpeg,39,data/final_data/grid_cells/409301/c39.jpg,no_object
648ff941aa8f.webp,data/final_data/resized_images/648ff941aa8f.webp,33,data/final_data/grid_cells/648ff941aa8f/c33.jpg,no_object
409930.webp,data/final_data/resized_images/409930.webp,46,data/final_data/grid_cells/409930/c46.jpg,no_object
409364.jpeg,data/final_data/resized_images/409364.jpeg,48,data/final_data/grid_cells/409364/c48.jpg,no_object
409520.webp,data/final_data/resized_images/409520.webp,29,data/final_data/grid_cells/409520/c29.jpg,no_object
306291.webp,data/final_data/resized_images/306291.webp,36,data/final_data/grid_cells/306291/c36.jpg,no_object
409071.webp,data/final_data/resized_images/409071.webp,18,data/final_data/grid_cells/409071/c18.jpg,no_object
410077.jpeg,data/final_data/resized_images/410077.jpeg,36,data/final_data/grid_cells/410077/c36.jpg,no_object
354403.webp,data/final_data/resized_images/354403.webp,55,data/final_data/grid_cells/354403/c55.jpg,no_object
409768.webp,data/final_data/resized_images/409768.webp,55,data/final_data/grid_cells/409768/c55.jpg,no_object
397537.webp,data/final_data/resized_images/397537.webp,62,data/final_data/grid_cells/397537/c62.jpg,no_object
299754.webp,data/final_data/resized_images/299754.webp,18,data/final_data/grid_cells/299754/c18.jpg,no_object
409005.webp,data/final_data/resized_images/409005.webp,38,data/final_data/grid_cells/409005/c38.jpg,no_object
409556.jpeg,data/final_data/resized_images/409556.jpeg,8,data/final_data/grid_cells/409556/c08.jpg,no_object
408327.webp,data/final_data/resized_images/408327.webp,23,data/final_data/grid_cells/408327/c23.jpg,no_object
409865.webp,data/final_data/resized_images/409865.webp,36,data/final_data/grid_cells/409865/c36.jpg,no_object
9b5b9947e376.webp,data/final_data/resized_images/9b5b9947e376.webp,2,data/final_data/grid_cells/9b5b9947e376/c02.jpg,no_object
1698499317-6258.jpg,data/final_data/resized_images/1698499317-6258.jpg,52,data/final_data/grid_cells/1698499317-6258/c52.jpg,no_object
308310.webp,data/final_data/resized_images/308310.webp,42,data/final_data/grid_cells/308310/c42.jpg,no_object
409116.jpg,data/final_data/resized_images/409116.jpg,50,data/final_data/grid_cells/409116/c50.jpg,stump
408878.jpeg,data/final_data/resized_images/408878.jpeg,14,data/final_data/grid_cells/408878/c14.jpg,no_object
306806.webp,data/final_data/resized_images/306806.webp,39,data/final_data/grid_cells/306806/c39.jpg,no_object
409826.webp,data/final_data/resized_images/409826.webp,8,data/final_data/grid_cells/409826/c08.jpg,no_object
409758.webp,data/final_data/resized_images/409758.webp,15,data/final_data/grid_cells/409758/c15.jpg,no_object
299754.webp,data/final_data/resized_images/299754.webp,48,data/final_data/grid_cells/299754/c48.jpg,no_object
840dc4492117.webp,data/final_data/resized_images/840dc4492117.webp,40,data/final_data/grid_cells/840dc4492117/c40.jpg,no_object
i.jpeg,data/final_data/resized_images/i.jpeg,40,data/final_data/grid_cells/i/c40.jpg,no_object
409091.webp,data/final_data/resized_images/409091.webp,34,data/final_data/grid_cells/409091/c34.jpg,no_object
1698499317-6258.jpg,data/final_data/resized_images/1698499317-6258.jpg,61,data/final_data/grid_cells/1698499317-6258/c61.jpg,no_object
409031.webp,data/final_data/resized_images/409031.webp,2,data/final_data/grid_cells/409031/c02.jpg,no_object
409763.webp,data/final_data/resized_images/409763.webp,22,data/final_data/grid_cells/409763/c22.jpg,no_object
410080.jpeg,data/final_data/resized_images/410080.jpeg,45,data/final_data/grid_cells/410080/c45.jpg,no_object
276464.webp,data/final_data/resized_images/276464.webp,10,data/final_data/grid_cells/276464/c10.jpg,no_object
307620.webp,data/final_data/resized_images/307620.webp,34,data/final_data/grid_cells/307620/c34.jpg,ball
180427.webp,data/final_data/resized_images/180427.webp,43,data/final_data/grid_cells/180427/c43.jpg,no_object
409055.webp,data/final_data/resized_images/409055.webp,7,data/final_data/grid_cells/409055/c07.jpg,no_object
409825.webp,data/final_data/resized_images/409825.webp,61,data/final_data/grid_cells/409825/c61.jpg,no_object
410101.jpeg,data/final_data/resized_images/410101.jpeg,45,data/final_data/grid_cells/410101/c45.jpg,bat
299754.webp,data/final_data/resized_images/299754.webp,19,data/final_data/grid_cells/299754/c19.jpg,no_object
408080.jpeg,data/final_data/resized_images/408080.jpeg,34,data/final_data/grid_cells/408080/c34.jpg,bat
409865.webp,data/final_data/resized_images/409865.webp,39,data/final_data/grid_cells/409865/c39.jpg,no_object
408171.jpeg,data/final_data/resized_images/408171.jpeg,40,data/final_data/grid_cells/408171/c40.jpg,no_object
396917.webp,data/final_data/resized_images/396917.webp,41,data/final_data/grid_cells/396917/c41.jpg,no_object
408257.jpeg,data/final_data/resized_images/408257.jpeg,53,data/final_data/grid_cells/408257/c53.jpg,no_object
397627.webp,data/final_data/resized_images/397627.webp,26,data/final_data/grid_cells/397627/c26.jpg,no_object
288dfd28ac2c.webp,data/final_data/resized_images/288dfd28ac2c.webp,21,data/final_data/grid_cells/288dfd28ac2c/c21.jpg,no_object
4be27e4e1e76.webp,data/final_data/resized_images/4be27e4e1e76.webp,11,data/final_data/grid_cells/4be27e4e1e76/c11.jpg,no_object
408008.jpeg,data/final_data/resized_images/408008.jpeg,41,data/final_data/grid_cells/408008/c41.jpg,no_object
377155.webp,data/final_data/resized_images/377155.webp,4,data/final_data/grid_cells/377155/c04.jpg,no_object
288dfd28ac2c.webp,data/final_data/resized_images/288dfd28ac2c.webp,36,data/final_data/grid_cells/288dfd28ac2c/c36.jpg,no_object
409528.webp,data/final_data/resized_images/409528.webp,59,data/final_data/grid_cells/409528/c59.jpg,no_object
409061.webp,data/final_data/resized_images/409061.webp,62,data/final_data/grid_cells/409061/c62.jpg,no_object
288dfd28ac2c.webp,data/final_data/resized_images/288dfd28ac2c.webp,28,data/final_data/grid_cells/288dfd28ac2c/c28.jpg,bat
401962.webp,data/final_data/resized_images/401962.webp,1,data/final_data/grid_cells/401962/c01.jpg,no_object
306797.webp,data/final_data/resized_images/306797.webp,1,data/final_data/grid_cells/306797/c01.jpg,no_object
409931.webp,data/final_data/resized_images/409931.webp,40,data/final_data/grid_cells/409931/c40.jpg,no_object
308848.webp,data/final_data/resized_images/308848.webp,1,data/final_data/grid_cells/308848/c01.jpg,no_object
409051.webp,data/final_data/resized_images/409051.webp,35,data/final_data/grid_cells/409051/c35.jpg,no_object
407909.jpeg,data/final_data/resized_images/407909.jpeg,15,data/final_data/grid_cells/407909/c15.jpg,no_object
408828.jpeg,data/final_data/resized_images/408828.jpeg,14,data/final_data/grid_cells/408828/c14.jpg,no_object
410069.jpeg,data/final_data/resized_images/410069.jpeg,40,data/final_data/grid_cells/410069/c40.jpg,stump
408315.jpeg,data/final_data/resized_images/408315.jpeg,57,data/final_data/grid_cells/408315/c57.jpg,no_object
377155.webp,data/final_data/resized_images/377155.webp,6,data/final_data/grid_cells/377155/c06.jpg,bat
ind_sri_lanka_odi.jpg,data/final_data/resized_images/ind_sri_lanka_odi.jpg,63,data/final_data/grid_cells/ind_sri_lanka_odi/c63.jpg,no_object
aa8797574fce.webp,data/final_data/resized_images/aa8797574fce.webp,1,data/final_data/grid_cells/aa8797574fce/c01.jpg,no_object
409180.jpeg,data/final_data/resized_images/409180.jpeg,16,data/final_data/grid_cells/409180/c16.jpg,no_object
409812.webp,data/final_data/resized_images/409812.webp,42,data/final_data/grid_cells/409812/c42.jpg,no_object
409251.jpeg,data/final_data/resized_images/409251.jpeg,37,data/final_data/grid_cells/409251/c37.jpg,no_object
409520.webp,data/final_data/resized_images/409520.webp,61,data/final_data/grid_cells/409520/c61.jpg,no_object
409761.webp,data/final_data/resized_images/409761.webp,17,data/final_data/grid_cells/409761/c17.jpg,no_object
bowled.jpg,data/final_data/resized_images/bowled.jpg,37,data/final_data/grid_cells/bowled/c37.jpg,no_object
408995.webp,data/final_data/resized_images/408995.webp,56,data/final_data/grid_cells/408995/c56.jpg,no_object
408327.webp,data/final_data/resized_images/408327.webp,42,data/final_data/grid_cells/408327/c42.jpg,no_object
409180.jpeg,data/final_data/resized_images/409180.jpeg,27,data/final_data/grid_cells/409180/c27.jpg,bat
409036.webp,data/final_data/resized_images/409036.webp,43,data/final_data/grid_cells/409036/c43.jpg,no_object
0b70cbb67c0c.webp,data/final_data/resized_images/0b70cbb67c0c.webp,41,data/final_data/grid_cells/0b70cbb67c0c/c41.jpg,no_object
409865.webp,data/final_data/resized_images/409865.webp,61,data/final_data/grid_cells/409865/c61.jpg,no_object
409892.webp,data/final_data/resized_images/409892.webp,40,data/final_data/grid_cells/409892/c40.jpg,no_object
409556.jpeg,data/final_data/resized_images/409556.jpeg,35,data/final_data/grid_cells/409556/c35.jpg,no_object
408596.jpeg,data/final_data/resized_images/408596.jpeg,19,data/final_data/grid_cells/408596/c19.jpg,no_object
307616.webp,data/final_data/resized_images/307616.webp,34,data/final_data/grid_cells/307616/c34.jpg,no_object
306975.webp,data/final_data/resized_images/306975.webp,16,data/final_data/grid_cells/306975/c16.jpg,no_object
397873.webp,data/final_data/resized_images/397873.webp,41,data/final_data/grid_cells/397873/c41.jpg,no_object
398279.webp,data/final_data/resized_images/398279.webp,7,data/final_data/grid_cells/398279/c07.jpg,no_object
408318.jpeg,data/final_data/resized_images/408318.jpeg,11,data/final_data/grid_cells/408318/c11.jpg,no_object
409825.webp,data/final_data/resized_images/409825.webp,25,data/final_data/grid_cells/409825/c25.jpg,no_object
28448222576c.webp,data/final_data/resized_images/28448222576c.webp,6,data/final_data/grid_cells/28448222576c/c06.jpg,no_object
55f14ed389b2.webp,data/final_data/resized_images/55f14ed389b2.webp,19,data/final_data/grid_cells/55f14ed389b2/c19.jpg,no_object
397128.webp,data/final_data/resized_images/397128.webp,36,data/final_data/grid_cells/397128/c36.jpg,no_object
325833.webp,data/final_data/resized_images/325833.webp,4,data/final_data/grid_cells/325833/c04.jpg,no_object
296656.webp,data/final_data/resized_images/296656.webp,58,data/final_data/grid_cells/296656/c58.jpg,stump
408996.jpeg,data/final_data/resized_images/408996.jpeg,35,data/final_data/grid_cells/408996/c35.jpg,no_object
94874c4f57b0.webp,data/final_data/resized_images/94874c4f57b0.webp,25,data/final_data/grid_cells/94874c4f57b0/c25.jpg,no_object
409887.webp,data/final_data/resized_images/409887.webp,59,data/final_data/grid_cells/409887/c59.jpg,no_object
409868.webp,data/final_data/resized_images/409868.webp,7,data/final_data/grid_cells/409868/c07.jpg,no_object
410021.jpeg,data/final_data/resized_images/410021.jpeg,6,data/final_data/grid_cells/410021/c06.jpg,no_object
409055.webp,data/final_data/resized_images/409055.webp,11,data/final_data/grid_cells/409055/c11.jpg,bat
409812.webp,data/final_data/resized_images/409812.webp,63,data/final_data/grid_cells/409812/c63.jpg,stump
243185.webp,data/final_data/resized_images/243185.webp,54,data/final_data/grid_cells/243185/c54.jpg,no_object
409053.webp,data/final_data/resized_images/409053.webp,60,data/final_data/grid_cells/409053/c60.jpg,no_object
308843.webp,data/final_data/resized_images/308843.webp,13,data/final_data/grid_cells/308843/c13.jpg,bat
403432.webp,data/final_data/resized_images/403432.webp,56,data/final_data/grid_cells/403432/c56.jpg,no_object
322348.webp,data/final_data/resized_images/322348.webp,61,data/final_data/grid_cells/322348/c61.jpg,no_object
410112.jpeg,data/final_data/resized_images/410112.jpeg,56,data/final_data/grid_cells/410112/c56.jpg,no_object
408065.jpeg,data/final_data/resized_images/408065.jpeg,19,data/final_data/grid_cells/408065/c19.jpg,no_object
307224.webp,data/final_data/resized_images/307224.webp,49,data/final_data/grid_cells/307224/c49.jpg,no_object
93f64520a55f.webp,data/final_data/resized_images/93f64520a55f.webp,4,data/final_data/grid_cells/93f64520a55f/c04.jpg,no_object
410080.jpeg,data/final_data/resized_images/410080.jpeg,12,data/final_data/grid_cells/410080/c12.jpg,no_object
409825.webp,data/final_data/resized_images/409825.webp,1,data/final_data/grid_cells/409825/c01.jpg,no_object
307941.webp,data/final_data/resized_images/307941.webp,41,data/final_data/grid_cells/307941/c41.jpg,no_object
113af926a798.webp,data/final_data/resized_images/113af926a798.webp,55,data/final_data/grid_cells/113af926a798/c55.jpg,no_object
408065.jpeg,data/final_data/resized_images/408065.jpeg,47,data/final_data/grid_cells/408065/c47.jpg,no_object
307224.webp,data/final_data/resized_images/307224.webp,6,data/final_data/grid_cells/307224/c06.jpg,no_object
410142.jpeg,data/final_data/resized_images/410142.jpeg,46,data/final_data/grid_cells/410142/c46.jpg,no_object
408828.jpeg,data/final_data/resized_images/408828.jpeg,18,data/final_data/grid_cells/408828/c18.jpg,no_object
410077.jpeg,data/final_data/resized_images/410077.jpeg,30,data/final_data/grid_cells/410077/c30.jpg,no_object
409003.webp,data/final_data/resized_images/409003.webp,10,data/final_data/grid_cells/409003/c10.jpg,no_object
58b7cde0485a.webp,data/final_data/resized_images/58b7cde0485a.webp,56,data/final_data/grid_cells/58b7cde0485a/c56.jpg,no_object
307224.webp,data/final_data/resized_images/307224.webp,21,data/final_data/grid_cells/307224/c21.jpg,no_object
409071.webp,data/final_data/resized_images/409071.webp,31,data/final_data/grid_cells/409071/c31.jpg,bat
409940.webp,data/final_data/resized_images/409940.webp,8,data/final_data/grid_cells/409940/c08.jpg,no_object
bowled.jpg,data/final_data/resized_images/bowled.jpg,59,data/final_data/grid_cells/bowled/c59.jpg,no_object
308860.webp,data/final_data/resized_images/308860.webp,31,data/final_data/grid_cells/308860/c31.jpg,no_object
d441f6b5a4d3.webp,data/final_data/resized_images/d441f6b5a4d3.webp,36,data/final_data/grid_cells/d441f6b5a4d3/c36.jpg,no_object
409826.webp,data/final_data/resized_images/409826.webp,51,data/final_data/grid_cells/409826/c51.jpg,no_object
409520.webp,data/final_data/resized_images/409520.webp,55,data/final_data/grid_cells/409520/c55.jpg,no_object
410158.jpeg,data/final_data/resized_images/410158.jpeg,21,data/final_data/grid_cells/410158/c21.jpg,no_object
397128.webp,data/final_data/resized_images/397128.webp,34,data/final_data/grid_cells/397128/c34.jpg,no_object
409931.webp,data/final_data/resized_images/409931.webp,31,data/final_data/grid_cells/409931/c31.jpg,bat
xdb91txmi6mesvl9yx4k.jpeg,data/final_data/resized_images/xdb91txmi6mesvl9yx4k.jpeg,46,data/final_data/grid_cells/xdb91txmi6mesvl9yx4k/c46.jpg,no_object
410080.jpeg,data/final_data/resized_images/410080.jpeg,22,data/final_data/grid_cells/410080/c22.jpg,no_object
288dfd28ac2c.webp,data/final_data/resized_images/288dfd28ac2c.webp,24,data/final_data/grid_cells/288dfd28ac2c/c24.jpg,no_object
409834.webp,data/final_data/resized_images/409834.webp,4,data/final_data/grid_cells/409834/c04.jpg,no_object
408989.webp,data/final_data/resized_images/408989.webp,26,data/final_data/grid_cells/408989/c26.jpg,no_object
e93408ad04b7.webp,data/final_data/resized_images/e93408ad04b7.webp,34,data/final_data/grid_cells/e93408ad04b7/c34.jpg,no_object
409443.webp,data/final_data/resized_images/409443.webp,60,data/final_data/grid_cells/409443/c60.jpg,no_object
409874.webp,data/final_data/resized_images/409874.webp,54,data/final_data/grid_cells/409874/c54.jpg,no_object
j89rh238hdw.webp,data/final_data/resized_images/j89rh238hdw.webp,4,data/final_data/grid_cells/j89rh238hdw/c04.jpg,no_object
322332.webp,data/final_data/resized_images/322332.webp,50,data/final_data/grid_cells/322332/c50.jpg,no_object
354403.webp,data/final_data/resized_images/354403.webp,35,data/final_data/grid_cells/354403/c35.jpg,no_object
409918.webp,data/final_data/resized_images/409918.webp,47,data/final_data/grid_cells/409918/c47.jpg,no_object
407970.jpeg,data/final_data/resized_images/407970.jpeg,63,data/final_data/grid_cells/407970/c63.jpg,no_object
409180.jpeg,data/final_data/resized_images/409180.jpeg,37,data/final_data/grid_cells/409180/c37.jpg,no_object
409892.webp,data/final_data/resized_images/409892.webp,3,data/final_data/grid_cells/409892/c03.jpg,no_object
397627.webp,data/final_data/resized_images/397627.webp,41,data/final_data/grid_cells/397627/c41.jpg,no_object
409686.jpeg,data/final_data/resized_images/409686.jpeg,54,data/final_data/grid_cells/409686/c54.jpg,no_object
a3c163798f5d.webp,data/final_data/resized_images/a3c163798f5d.webp,58,data/final_data/grid_cells/a3c163798f5d/c58.jpg,no_object
408080.jpeg,data/final_data/resized_images/408080.jpeg,19,data/final_data/grid_cells/408080/c19.jpg,no_object
409931.webp,data/final_data/resized_images/409931.webp,6,data/final_data/grid_cells/409931/c06.jpg,no_object
408197.jpeg,data/final_data/resized_images/408197.jpeg,2,data/final_data/grid_cells/408197/c02.jpg,no_object
397873.webp,data/final_data/resized_images/397873.webp,8,data/final_data/grid_cells/397873/c08.jpg,no_object
409556.jpeg,data/final_data/resized_images/409556.jpeg,63,data/final_data/grid_cells/409556/c63.jpg,no_object
397873.webp,data/final_data/resized_images/397873.webp,17,data/final_data/grid_cells/397873/c17.jpg,no_object
409101.webp,data/final_data/resized_images/409101.webp,49,data/final_data/grid_cells/409101/c49.jpg,no_object
409528.webp,data/final_data/resized_images/409528.webp,55,data/final_data/grid_cells/409528/c55.jpg,no_object
409767.webp,data/final_data/resized_images/409767.webp,7,data/final_data/grid_cells/409767/c07.jpg,no_object
409523.jpeg,data/final_data/resized_images/409523.jpeg,49,data/final_data/grid_cells/409523/c49.jpg,no_object
307965.webp,data/final_data/resized_images/307965.webp,13,data/final_data/grid_cells/307965/c13.jpg,no_object
bowled.jpg,data/final_data/resized_images/bowled.jpg,6,data/final_data/grid_cells/bowled/c06.jpg,no_object
299754.webp,data/final_data/resized_images/299754.webp,4,data/final_data/grid_cells/299754/c04.jpg,no_object
409520.webp,data/final_data/resized_images/409520.webp,58,data/final_data/grid_cells/409520/c58.jpg,no_object
1132922938ee.webp,data/final_data/resized_images/1132922938ee.webp,39,data/final_data/grid_cells/1132922938ee/c39.jpg,no_object
408580.jpeg,data/final_data/resized_images/408580.jpeg,49,data/final_data/grid_cells/408580/c49.jpg,no_object
409093.webp,data/final_data/resized_images/409093.webp,6,data/final_data/grid_cells/409093/c06.jpg,no_object
0b70cbb67c0c.webp,data/final_data/resized_images/0b70cbb67c0c.webp,27,data/final_data/grid_cells/0b70cbb67c0c/c27.jpg,no_object
229397.webp,data/final_data/resized_images/229397.webp,47,data/final_data/grid_cells/229397/c47.jpg,no_object
409663.jpeg,data/final_data/resized_images/409663.jpeg,38,data/final_data/grid_cells/409663/c38.jpg,no_object
307864.webp,data/final_data/resized_images/307864.webp,35,data/final_data/grid_cells/307864/c35.jpg,no_object
409761.webp,data/final_data/resized_images/409761.webp,40,data/final_data/grid_cells/409761/c40.jpg,no_object
409857.webp,data/final_data/resized_images/409857.webp,58,data/final_data/grid_cells/409857/c58.jpg,no_object
j89rh238hdw.webp,data/final_data/resized_images/j89rh238hdw.webp,39,data/final_data/grid_cells/j89rh238hdw/c39.jpg,no_object
408738.webp,data/final_data/resized_images/408738.webp,13,data/final_data/grid_cells/408738/c13.jpg,no_object
409873.webp,data/final_data/resized_images/409873.webp,40,data/final_data/grid_cells/409873/c40.jpg,bat
408318.jpeg,data/final_data/resized_images/408318.jpeg,34,data/final_data/grid_cells/408318/c34.jpg,bat
307625.webp,data/final_data/resized_images/307625.webp,59,data/final_data/grid_cells/307625/c59.jpg,stump
409940.webp,data/final_data/resized_images/409940.webp,24,data/final_data/grid_cells/409940/c24.jpg,no_object
308310.webp,data/final_data/resized_images/308310.webp,55,data/final_data/grid_cells/308310/c55.jpg,no_object
42c7875cf041.webp,data/final_data/resized_images/42c7875cf041.webp,22,data/final_data/grid_cells/42c7875cf041/c22.jpg,no_object
409523.jpeg,data/final_data/resized_images/409523.jpeg,40,data/final_data/grid_cells/409523/c40.jpg,no_object
408996.jpeg,data/final_data/resized_images/408996.jpeg,24,data/final_data/grid_cells/408996/c24.jpg,no_object
409477.webp,data/final_data/resized_images/409477.webp,13,data/final_data/grid_cells/409477/c13.jpg,no_object
93f64520a55f.webp,data/final_data/resized_images/93f64520a55f.webp,57,data/final_data/grid_cells/93f64520a55f/c57.jpg,no_object
377189.webp,data/final_data/resized_images/377189.webp,34,data/final_data/grid_cells/377189/c34.jpg,no_object
409865.webp,data/final_data/resized_images/409865.webp,29,data/final_data/grid_cells/409865/c29.jpg,bat
